Crop_Type,Region,Soil_Type,Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Organic_Carbon,Moisture_Content,Rainfall_mm,Temperature_C,Plant_Age_Weeks,Fertilizer_Type,Recommended_Quantity_kg_per_acre,Application_Timing,District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer,Link,N,P,K,EC,OC,S,Zn,Fe,Cu,Mn,B,Output,Temparature,Humidity ,Moisture,Soil Type,Crop Type,Phosphorous,Fertilizer Name,PH,Carbon,Soil,Remark
,,,,,,,,,,,,,,,,,75.10435274,,72.61999186,,262.5535207,26.71652247,Rubber,DAP,,,,,,,,,,,,,,,,0.478141166,,,35.49728693,,3.908612908,1.38448974,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,81.34109546,,66.40718991,,377.0250926,23.7288909,Rubber,DAP,,,,,,,,,,,,,,,,0.646531169,,,37.44828616,,5.230603291,1.219952461,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,86.96971052,,65.55967193,,252.1022052,31.64934619,Rubber,DAP,,,,,,,,,,,,,,,,0.972361206,,,41.23073576,,4.835474435,2.064181228,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,90.10392284,,48.63477432,,356.8886353,25.49488764,Rubber,DAP,,,,,,,,,,,,,,,,0.431382149,,,39.22716101,,4.916330332,0.762548152,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,83.87299516,,52.60250592,,313.1186176,28.64953903,Rubber,DAP,,,,,,,,,,,,,,,,0.502644036,,,44.77998133,,4.50210696,1.821362194,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,95.74108909,,80.56643904,,386.9106071,30.77752637,Rubber,DAP,,,,,,,,,,,,,,,,0.663909058,,,35.89827607,,5.690269768,0.559672058,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,75.65040106,,73.295939,,229.4337158,27.48476966,Rubber,DAP,,,,,,,,,,,,,,,,0.499245812,,,34.04849692,,5.399568634,1.25909462,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,82.89480585,,59.02506447,,220.4462787,34.26059242,Rubber,Lime,,,,,,,,,,,,,,,,0.972361206,,,55.27341658,,5.446740763,0.705777273,Acidic Soil,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
,,,,,,,,,,,,,,,,,82.88870527,,46.76845895,,239.5644871,33.52859207,Rubber,DAP,,,,,,,,,,,,,,,,0.422993062,,,39.38260159,,4.521613206,1.717532304,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,91.34908179,,83.49724465,,362.3701043,31.5226424,Rubber,DAP,,,,,,,,,,,,,,,,0.972361206,,,48.01827966,,5.348765832,1.869351989,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,77.75132974,,64.55999457,,299.541502,4.011486444,Rubber,DAP,,,,,,,,,,,,,,,,0.753631151,,,49.06115991,,5.380636771,3.241983684,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,73.93882487,,63.23635392,,294.0959442,23.53613242,Rubber,DAP,,,,,,,,,,,,,,,,0.687368772,,,33.72757385,,4.73261639,2.400946679,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,74.51979053,,73.65599013,,265.860235,24.23584559,Rubber,DAP,,,,,,,,,,,,,,,,0.693786922,,,31.98155436,,5.877855655,2.213292431,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,70.96823601,,62.01979204,,233.7450727,22.08806421,Rubber,Lime,,,,,,,,,,,,,,,,0.715145084,,,51.20225802,,5.526186072,2.585260737,Peaty Soil,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
,,,,,,,,,,,,,,,,,83.66777436,,66.90477291,,246.7708941,33.62238417,Rubber,DAP,,,,,,,,,,,,,,,,0.562499258,,,33.11600801,,5.324073116,1.824638846,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,96.27803009,,75.91297509,,361.3571051,34.12812797,Rubber,DAP,,,,,,,,,,,,,,,,0.972361206,,,44.19461583,,5.524410777,2.356463952,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,69.5493669,,54.33206885,,207.4474912,23.09691037,Rubber,DAP,,,,,,,,,,,,,,,,0.513717074,,,48.82806025,,4.645650694,0.593838871,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,86.07842449,,70.60566446,,253.6537555,31.77693027,Rubber,Lime,,,,,,,,,,,,,,,,0.641250984,,,57.42108085,,5.665493917,1.329672365,Acidic Soil,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
,,,,,,,,,,,,,,,,,98.58103894,,73.1351315,,370.4020498,34.23854457,Rubber,DAP,,,,,,,,,,,,,,,,0.76211535,,,36.40004777,,4.720708438,-0.280559958,Peaty Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,80.84089747,,159.5640307,,-85.70959335,20.48900771,Rubber,DAP,,,,,,,,,,,,,,,,0.671633925,,,40.32038861,,6.148696629,2.562202543,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,96.40237742,,76.76044654,,381.8438047,28.7485458,Rubber,Lime,,,,,,,,,,,,,,,,0.730566179,,,54.37149495,,5.661020357,2.052077403,Peaty Soil,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
,,,,,,,,,,,,,,,,,81.17268955,,-20.50910839,,224.297123,35.82780002,Rubber,DAP,,,,,,,,,,,,,,,,0.227436131,,,46.86441534,,5.894848643,1.245213991,Peaty Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,75.50123249,,69.68157121,,229.9155584,26.81641151,Rubber,DAP,,,,,,,,,,,,,,,,0.451873726,,,39.34020342,,5.543949611,1.243313568,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,84.55224796,,72.02081576,,277.9446374,33.1466781,Rubber,DAP,,,,,,,,,,,,,,,,0.451411063,,,42.14111001,,5.717895632,1.171764153,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,80.95295641,,47.93265461,,247.3374369,30.13572749,Rubber,DAP,,,,,,,,,,,,,,,,0.469944885,,,37.34907201,,4.57640924,1.09255906,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,87.64870096,,71.87421769,,355.3372435,22.35826704,Rubber,DAP,,,,,,,,,,,,,,,,0.812727669,,,38.88742407,,5.514033554,1.200750538,Peaty Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,86.21438867,,65.55642661,,304.6016011,50.17984508,Rubber,Lime,,,,,,,,,,,,,,,,0.667224811,,,51.77781707,,4.910061233,1.261242643,Acidic Soil,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
,,,,,,,,,,,,,,,,,95.76482127,,76.85363995,,362.2501072,30.21388192,Rubber,DAP,,,,,,,,,,,,,,,,0.502900279,,,37.53380385,,6.009023056,2.452357454,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,68.56168842,,74.08918054,,241.6390027,19.42032181,Rubber,DAP,,,,,,,,,,,,,,,,0.972361206,,,45.71556594,,6.192574007,-0.280559958,Peaty Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,77.75264154,,159.5640307,,299.5172448,29.29670746,Rubber,DAP,,,,,,,,,,,,,,,,0.717443729,,,43.56691889,,4.929796487,1.024632028,Peaty Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,72.79450381,,60.94756147,,207.0392384,22.24644754,Rubber,Lime,,,,,,,,,,,,,,,,0.469167914,,,54.24999616,,5.849288982,0.734483334,Acidic Soil,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
,,,,,,,,,,,,,,,,,94.48072578,,70.66260861,,297.0981056,32.76806753,Rubber,Compost,,,,,,,,,,,,,,,,0.517014499,,,54.26203283,,6.064181817,0.842865648,Acidic Soil,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
,,,,,,,,,,,,,,,,,79.08791148,,59.2448747,,254.3046649,30.15523814,Rubber,DAP,,,,,,,,,,,,,,,,0.661473255,,,42.93312402,,5.334555793,0.554660528,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,87.23011016,,66.86049304,,375.6066934,27.87065295,Rubber,DAP,,,,,,,,,,,,,,,,0.727010467,,,34.56759019,,4.737649357,1.589081427,Peaty Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,70.31094399,,60.67157147,,205.6873237,28.01134828,Rubber,DAP,,,,,,,,,,,,,,,,0.625601625,,,34.69465747,,5.23938674,0.679941629,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,75.63576685,,-20.50910839,,257.7640896,33.61345789,Rubber,DAP,,,,,,,,,,,,,,,,0.419231039,,,36.13069713,,4.663299773,1.009928789,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,95.36917337,,66.9446607,,306.0816006,29.78434778,Rubber,Lime,,,,,,,,,,,,,,,,0.439671567,,,51.20994189,,5.178912184,3.241983684,Acidic Soil,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
,,,,,,,,,,,,,,,,,75.10895333,,55.7826908,,255.7053466,26.12630901,Rubber,DAP,,,,,,,,,,,,,,,,0.41168957,,,41.86546133,,4.320224145,1.782567234,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,69.93610394,,46.55749303,,196.0555985,22.60582383,Rubber,Muriate of Potash,,,,,,,,,,,,,,,,0.718159732,,,50.43050196,,4.63357268,2.159434302,Peaty Soil,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
,,,,,,,,,,,,,,,,,79.78132923,,55.44687398,,258.5738408,26.45974307,Rubber,DAP,,,,,,,,,,,,,,,,0.690811227,,,36.52233165,,4.956096996,1.330162158,Peaty Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,76.3385189,,52.9973241,,226.5590687,23.75338608,Rubber,DAP,,,,,,,,,,,,,,,,0.72541315,,,34.41555837,,4.495761651,1.992535604,Peaty Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,93.12992723,,76.04363973,,350.8547561,28.07927397,Rubber,DAP,,,,,,,,,,,,,,,,0.831180244,,,39.6204506,,5.57875203,1.765405008,Peaty Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,78.59007593,,60.89932276,,337.4570554,26.43357549,Rubber,DAP,,,,,,,,,,,,,,,,0.732461458,,,38.73120262,,3.908612908,1.99240795,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,86.96971052,,62.7352126,,398.1710942,20.07834386,Rubber,DAP,,,,,,,,,,,,,,,,0.667632442,,,35.48211833,,5.386637816,1.838917036,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,81.49549023,,159.5640307,,367.7412901,20.77877049,Rubber,DAP,,,,,,,,,,,,,,,,0.602094462,,,31.49144682,,4.188497987,1.990695095,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,35.52771842,,54.58213732,,239.3627617,31.02886922,Rubber,Urea,,,,,,,,,,,,,,,,0.569344048,,,40.07756243,,4.573606436,0.757990099,Acidic Soil,"Provides high nitrogen, ideal for rapid leafy growth. Prefer this for nitrogen-deficient soils as it supports vegetative growth."
,,,,,,,,,,,,,,,,,78.96991876,,65.66440072,,292.2028513,27.47319824,Rubber,DAP,,,,,,,,,,,,,,,,0.519991232,,,46.66311721,,4.750651547,3.241983684,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,75.02258087,,67.70531565,,234.3937941,30.03536713,Rubber,DAP,,,,,,,,,,,,,,,,0.538945505,,,41.56001833,,4.73140953,2.229947912,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,72.20106744,,71.67743869,,272.3524934,22.45398741,Rubber,Lime,,,,,,,,,,,,,,,,0.454692982,,,50.97205141,,5.752512981,0.883516996,Acidic Soil,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
,,,,,,,,,,,,,,,,,76.19826658,,53.65361336,,303.8933975,20.64311274,Rubber,DAP,,,,,,,,,,,,,,,,0.972361206,,,35.53465773,,4.833677199,2.414125297,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,80.63627711,,62.14376708,,350.9135219,26.69558412,Rubber,DAP,,,,,,,,,,,,,,,,0.972361206,,,31.40814432,,4.97976964,1.956971823,Peaty Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,89.80638769,,59.93696236,,334.0441194,23.97402316,Rubber,DAP,,,,,,,,,,,,,,,,0.814850439,,,34.34968872,,5.393454992,1.846900183,Peaty Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,83.72664544,,72.04996812,,262.494728,27.82380186,Rubber,DAP,,,,,,,,,,,,,,,,0.608739918,,,40.19262995,,5.264887955,2.061866225,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,67.22199592,,51.68953715,,211.965778,27.69973718,Rubber,DAP,,,,,,,,,,,,,,,,0.743862231,,,31.03012814,,5.413268883,1.075537532,Peaty Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,76.52899153,,49.81542616,,312.4550713,21.03056892,Rubber,DAP,,,,,,,,,,,,,,,,0.529992979,,,41.41830045,,4.918383996,1.061330638,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,84.76987243,,85.17878864,,411.9559473,26.99336918,Rubber,DAP,,,,,,,,,,,,,,,,0.625342802,,,48.69193029,,5.719664537,1.129347358,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,72.12772861,,63.19432733,,237.9842567,29.18958883,Rubber,DAP,,,,,,,,,,,,,,,,0.563976672,,,34.94512142,,5.640685094,2.247762913,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,90.70350694,,69.83746049,,375.2243002,26.79809525,Rubber,DAP,,,,,,,,,,,,,,,,0.711661124,,,38.09690383,,5.098639388,1.174408781,Peaty Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,77.71790094,,65.73474825,,236.5919711,30.21698482,Rubber,DAP,,,,,,,,,,,,,,,,0.393426631,,,48.79611203,,5.490792056,1.121015865,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,77.26996694,,70.21690055,,307.2858372,21.48954339,Rubber,DAP,,,,,,,,,,,,,,,,0.698054587,,,44.88391144,,5.205957843,0.484440323,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,85.80236812,,66.29751489,,295.1338972,31.2535019,Rubber,DAP,,,,,,,,,,,,,,,,0.554807947,,,40.29798127,,5.181590789,1.817123418,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,72.64632951,,58.56841339,,238.0210708,22.26589699,Rubber,DAP,,,,,,,,,,,,,,,,0.622612233,,,28.52248712,,5.061159078,2.277701302,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,68.79527833,,60.43817685,,218.3524533,23.74156957,Rubber,DAP,,,,,,,,,,,,,,,,0.972361206,,,40.58896412,,5.803069021,0.800231551,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,67.96618653,,67.43437838,,195.6674464,21.05287169,Rubber,DAP,,,,,,,,,,,,,,,,0.467255567,,,42.44239135,,5.771651621,1.141969503,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
,,,,,,,,,,,,,,,,,35.52771842,,66.13617663,,252.0284737,29.55560928,Rubber,Urea,,,,,,,,,,,,,,,,0.639599764,,,47.6733052,,5.827493496,0.467130284,Acidic Soil,"Provides high nitrogen, ideal for rapid leafy growth. Prefer this for nitrogen-deficient soils as it supports vegetative growth."
,,,,,,,,,,,,,,,,,93.61854505,,71.3323518,,375.0880245,30.88657761,Rubber,DAP,,,,,,,,,,,,,,,,0.603235034,,,43.55706015,,4.632145267,2.143331205,Acidic Soil,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
