Crop_Type,Region,Soil_Type,Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Organic_Carbon,Moisture_Content,Rainfall_mm,Temperature_C,Plant_Age_Weeks,Fertilizer_Type,Recommended_Quantity_kg_per_acre,Application_Timing
Cotton,Madhya Pradesh,Peaty,7.7,80.9,49.0,113.1,1.7,18.8,716.8,24.1,6,Urea,153.28,Pre-harvest
Soybean,Maharashtra,Sandy,6.2,89.9,44.2,80.6,0.97,20.2,871.2,23.8,14,Urea,146.08,Mid growth
Cotton,Andhra Pradesh,Peaty,6.1,119.1,39.6,88.5,0.76,22.4,1179.0,26.0,13,Potash,107.72,Before sowing
Sugarcane,Tamil Nadu,Silty,7.0,99.3,34.7,85.2,0.55,29.1,718.9,22.1,13,Urea,138.56,After sowing
Maize,Madhya Pradesh,Loamy,7.2,159.4,31.9,123.7,1.94,39.9,770.8,31.1,5,Compost,75.48,After sowing
Soybean,Andhra Pradesh,Silty,5.8,121.0,28.4,91.3,1.14,18.9,959.2,26.8,4,DAP,121.2,Mid growth
Rice,Tamil Nadu,Clay,6.8,91.7,24.2,120.8,1.98,17.9,628.6,33.0,9,Urea,144.64,Pre-harvest
Soybean,Madhya Pradesh,Loamy,5.7,150.1,35.7,108.6,0.96,23.9,644.6,33.3,13,Mixed,82.92,Mid growth
Sugarcane,Karnataka,Silty,7.3,133.6,44.0,98.0,1.43,28.8,1026.0,24.6,4,Potash,96.12,Mid growth
Sugarcane,Gujarat,Sandy,7.1,150.6,32.1,84.7,1.27,25.4,937.8,34.3,15,Potash,82.52,Before sowing
Tomato,Telangana,Silty,6.7,117.3,39.6,87.2,0.88,42.6,936.0,20.2,9,Potash,109.16,After sowing
Cotton,Telangana,Clay,6.0,134.6,42.9,138.8,0.94,42.9,842.4,30.4,11,Mixed,95.32,Mid growth
Millet,Kerala,Clay,7.0,89.8,48.9,88.6,0.88,39.4,894.9,32.6,11,Urea,146.16,Mid growth
Rice,Karnataka,Sandy,6.8,110.2,47.7,82.5,1.78,21.9,1079.0,22.1,10,Potash,114.84,Before sowing
Groundnut,Kerala,Silty,7.0,151.0,34.2,132.3,1.71,37.1,1140.3,26.7,13,Compost,82.2,Before sowing
Sugarcane,Gujarat,Peaty,5.9,83.8,27.4,90.0,1.34,20.5,431.1,20.5,8,Urea,150.96,After sowing
Millet,Maharashtra,Silty,7.6,127.3,30.7,142.6,0.61,44.4,893.0,22.8,16,Mixed,101.16,After sowing
Maize,Andhra Pradesh,Silty,7.2,141.1,32.9,140.3,0.73,23.4,474.8,23.2,8,Mixed,90.12,Before sowing
Wheat,Gujarat,Loamy,6.1,153.4,22.3,109.9,1.3,42.0,1198.2,31.3,11,DAP,95.28,Before sowing
Sugarcane,Karnataka,Silty,7.9,143.0,48.9,129.5,0.62,27.1,917.3,25.3,4,Mixed,88.6,Mid growth
Sugarcane,Karnataka,Peaty,6.2,126.2,48.0,82.4,1.65,36.7,1171.2,34.0,6,Potash,102.04,Before sowing
Soybean,Gujarat,Clay,7.4,121.6,26.1,118.2,1.65,41.9,1031.8,22.9,8,DAP,120.72,Mid growth
Rice,Kerala,Silty,7.0,106.6,20.3,94.0,0.67,40.3,606.8,24.3,16,DAP,132.72,After sowing
Maize,Maharashtra,Clay,7.9,110.3,20.3,99.9,0.68,18.1,462.0,28.9,13,DAP,129.76,After sowing
Potato,Kerala,Clay,6.0,108.9,45.9,109.7,1.87,29.9,719.1,31.3,15,Compost,115.88,Pre-harvest
Sugarcane,Telangana,Silty,5.7,87.2,39.6,114.1,1.69,42.5,710.7,28.9,14,Urea,148.24,After sowing
Rice,Maharashtra,Clay,6.8,158.5,44.9,143.8,0.88,38.2,612.4,23.1,16,Mixed,76.2,After sowing
Wheat,Madhya Pradesh,Peaty,7.9,81.5,49.0,90.4,1.73,23.3,680.6,23.3,8,Urea,152.8,Before sowing
Groundnut,Kerala,Silty,7.0,107.8,39.7,81.1,0.6,18.0,735.2,32.2,14,Potash,116.76,Before sowing
Soybean,Tamil Nadu,Clay,7.7,99.6,37.2,133.8,0.93,27.3,819.2,22.0,8,Urea,138.32,Mid growth
Tomato,Madhya Pradesh,Sandy,5.6,92.2,38.8,85.2,0.78,25.1,462.3,22.9,9,Urea,144.24,Mid growth
Sugarcane,Madhya Pradesh,Silty,7.8,81.5,39.6,106.9,1.51,32.7,578.8,32.7,12,Urea,152.8,Pre-harvest
Cotton,Tamil Nadu,Loamy,6.7,145.8,32.2,148.9,1.66,44.0,811.5,27.1,16,Compost,86.36,Before sowing
Sugarcane,Gujarat,Loamy,7.4,150.4,48.9,102.7,1.7,21.3,836.5,22.7,11,Compost,82.68,Before sowing
Rice,Tamil Nadu,Clay,6.4,154.5,24.4,124.3,1.39,18.6,660.8,28.4,15,DAP,94.4,Mid growth
Rice,Karnataka,Silty,6.0,144.0,49.2,95.0,0.78,28.6,998.2,24.2,8,Potash,87.8,Before sowing
Cotton,Telangana,Loamy,5.5,123.3,48.7,107.4,1.13,44.1,955.7,30.8,7,Mixed,104.36,Pre-harvest
Sugarcane,Karnataka,Sandy,6.9,158.0,40.7,142.7,1.55,37.1,632.3,24.6,10,Compost,76.6,After sowing
Potato,Madhya Pradesh,Sandy,7.5,103.7,36.9,97.5,1.73,18.3,1063.6,29.0,11,Potash,120.04,Before sowing
Maize,Gujarat,Peaty,6.0,123.4,28.5,102.6,1.03,16.9,1188.8,20.5,7,DAP,119.28,After sowing
Potato,Tamil Nadu,Silty,7.2,109.7,39.4,104.9,1.51,36.9,952.4,21.7,16,Compost,115.24,Mid growth
Potato,Andhra Pradesh,Silty,7.1,102.4,20.9,109.0,1.15,29.0,963.9,24.6,6,DAP,136.08,Before sowing
Sugarcane,Telangana,Clay,6.3,84.8,40.6,119.7,1.02,36.2,829.9,27.0,5,Urea,150.16,Pre-harvest
Maize,Telangana,Clay,6.8,130.9,39.8,100.2,0.71,19.7,911.5,33.1,4,Mixed,98.28,Pre-harvest
Soybean,Karnataka,Silty,6.5,93.6,42.7,138.3,1.82,33.2,1088.6,20.2,9,Urea,143.12,After sowing
Groundnut,Telangana,Peaty,5.8,87.4,41.4,84.9,1.24,29.2,648.6,33.1,15,Urea,148.08,Pre-harvest
Groundnut,Madhya Pradesh,Silty,5.9,108.2,43.2,82.1,1.51,39.5,1145.8,33.1,8,Potash,116.44,After sowing
Potato,Tamil Nadu,Sandy,6.3,126.9,22.3,98.1,0.64,24.5,1100.1,25.2,6,DAP,116.48,After sowing
Cotton,Maharashtra,Sandy,6.9,114.7,33.8,147.9,0.94,33.8,736.1,20.9,6,Mixed,111.24,Pre-harvest
Maize,Gujarat,Clay,6.7,145.1,23.0,84.9,0.73,37.9,979.2,28.5,4,DAP,101.92,Pre-harvest
Maize,Madhya Pradesh,Loamy,6.7,151.1,43.0,136.8,1.72,34.3,766.4,33.0,9,Compost,82.12,After sowing
Rice,Madhya Pradesh,Loamy,7.8,81.9,21.5,147.1,0.92,41.2,711.0,21.8,15,Urea,152.48,After sowing
Potato,Gujarat,Peaty,5.7,92.5,27.5,114.2,1.55,44.6,753.2,27.8,8,Urea,144.0,Before sowing
Potato,Maharashtra,Clay,6.8,123.2,35.5,80.6,0.5,17.9,481.2,30.6,10,Potash,104.44,Pre-harvest
Cotton,Gujarat,Clay,6.0,151.6,47.9,148.3,1.91,23.2,807.8,22.6,8,Compost,81.72,After sowing
Groundnut,Kerala,Sandy,7.5,151.1,45.5,110.3,1.64,17.9,432.2,31.3,16,Compost,82.12,Before sowing
Rice,Gujarat,Sandy,6.6,159.6,22.9,139.9,1.22,39.8,1053.7,33.7,15,DAP,90.32,Mid growth
Tomato,Kerala,Clay,6.2,156.0,24.6,85.7,1.15,39.8,778.7,32.4,11,DAP,93.2,Before sowing
Millet,Gujarat,Sandy,7.3,96.8,48.5,84.3,1.85,24.1,800.1,26.3,16,Urea,140.56,Mid growth
Wheat,Andhra Pradesh,Sandy,5.9,108.7,25.8,94.3,0.78,29.7,1038.3,28.5,5,DAP,131.04,Mid growth
Rice,Tamil Nadu,Clay,7.7,130.9,40.7,126.7,1.17,35.7,455.8,32.9,9,Mixed,98.28,After sowing
Sugarcane,Tamil Nadu,Clay,7.4,99.6,43.0,80.9,0.83,17.0,1024.2,31.3,6,Urea,138.32,Before sowing
Tomato,Kerala,Sandy,7.5,80.4,35.0,129.3,0.73,34.5,467.3,22.7,16,Urea,153.68,Mid growth
Sugarcane,Tamil Nadu,Sandy,6.7,132.3,24.4,93.0,0.81,22.2,581.2,25.9,11,DAP,112.16,After sowing
Maize,Madhya Pradesh,Loamy,7.1,115.0,43.3,130.3,0.69,16.5,1102.4,21.2,12,Mixed,111.0,Pre-harvest
Maize,Telangana,Sandy,5.9,81.8,38.9,120.8,1.98,41.6,728.7,25.6,5,Urea,152.56,Pre-harvest
Sugarcane,Andhra Pradesh,Loamy,6.2,92.2,24.1,89.3,0.67,22.2,645.3,34.4,16,Urea,144.24,Pre-harvest
Maize,Tamil Nadu,Silty,6.9,159.0,31.2,112.0,0.99,20.5,514.5,34.2,13,Mixed,75.8,After sowing
Wheat,Maharashtra,Peaty,8.0,83.6,24.5,109.6,0.78,25.9,503.3,26.8,8,Urea,151.12,Pre-harvest
Rice,Madhya Pradesh,Clay,6.2,108.2,22.8,110.0,1.97,24.9,1101.1,32.6,9,DAP,131.44,After sowing
Wheat,Kerala,Sandy,7.9,143.2,39.8,140.0,0.61,28.9,1191.4,31.5,4,Mixed,88.44,After sowing
Cotton,Madhya Pradesh,Clay,7.9,142.4,46.2,129.5,1.64,30.7,1139.4,32.4,6,Compost,89.08,After sowing
Tomato,Andhra Pradesh,Loamy,7.6,133.8,29.1,82.5,1.9,32.6,638.5,22.2,11,DAP,110.96,Before sowing
Tomato,Telangana,Loamy,7.6,146.9,44.4,125.2,1.05,24.1,406.8,32.5,11,Mixed,85.48,Pre-harvest
Maize,Telangana,Sandy,5.7,130.5,35.1,116.9,1.89,15.9,1018.7,20.8,14,Compost,98.6,Mid growth
Tomato,Telangana,Peaty,5.6,114.4,21.9,135.2,1.29,15.9,432.4,29.2,7,DAP,126.48,Pre-harvest
Rice,Karnataka,Silty,7.5,115.0,36.6,136.0,1.42,21.7,890.4,29.4,4,Mixed,111.0,Mid growth
Potato,Maharashtra,Peaty,7.3,129.7,49.1,93.8,1.93,31.2,937.6,21.5,11,Potash,99.24,Mid growth
Potato,Karnataka,Sandy,6.5,141.6,41.2,82.8,1.32,17.6,1196.7,33.5,4,Potash,89.72,Mid growth
Cotton,Andhra Pradesh,Peaty,5.6,148.7,47.6,104.7,1.58,28.3,924.2,25.1,9,Compost,84.04,Before sowing
Soybean,Maharashtra,Clay,6.3,114.0,24.4,138.2,1.02,27.0,1115.2,27.4,15,DAP,126.8,Pre-harvest
Soybean,Madhya Pradesh,Clay,6.9,156.5,46.6,91.9,1.21,44.1,697.9,25.6,6,Potash,77.8,Mid growth
Cotton,Telangana,Sandy,6.0,89.1,42.2,133.9,1.95,38.2,594.7,20.6,7,Urea,146.72,Before sowing
Groundnut,Maharashtra,Clay,8.0,107.2,29.4,143.4,1.38,21.4,1111.3,34.9,13,DAP,132.24,Mid growth
Rice,Telangana,Peaty,5.7,149.0,31.7,116.7,1.87,44.2,609.7,23.2,6,Compost,83.8,After sowing
Cotton,Tamil Nadu,Sandy,5.7,124.9,20.4,108.8,0.61,27.2,431.9,32.5,11,DAP,118.08,Before sowing
Cotton,Madhya Pradesh,Loamy,6.0,106.3,46.1,132.2,0.83,17.2,972.5,25.9,10,Mixed,117.96,After sowing
Wheat,Karnataka,Loamy,7.4,115.6,30.4,111.6,1.62,42.1,439.8,27.9,12,Compost,110.52,Mid growth
Wheat,Gujarat,Peaty,5.6,117.5,46.6,105.3,1.9,33.9,1147.3,31.4,6,Compost,109.0,Pre-harvest
Rice,Andhra Pradesh,Loamy,5.8,98.5,31.8,91.9,1.24,29.1,1165.0,26.5,7,Urea,139.2,Pre-harvest
Cotton,Telangana,Clay,7.5,155.4,46.3,94.6,1.24,25.4,719.9,25.4,16,Potash,78.68,Before sowing
Rice,Gujarat,Peaty,7.6,116.2,35.7,148.8,0.59,29.6,1019.2,22.3,10,Mixed,110.04,Before sowing
Potato,Madhya Pradesh,Clay,7.0,99.2,46.0,102.9,0.99,32.9,546.9,24.3,8,Urea,138.64,Mid growth
Maize,Tamil Nadu,Peaty,6.5,108.3,35.7,122.0,1.35,34.6,646.2,21.9,13,Mixed,116.36,After sowing
Cotton,Andhra Pradesh,Sandy,7.4,148.1,27.7,108.5,1.25,31.0,927.6,20.6,9,DAP,99.52,Before sowing
Cotton,Karnataka,Loamy,7.3,85.0,34.0,137.9,1.18,19.5,1188.0,33.3,16,Urea,150.0,Before sowing
Sugarcane,Karnataka,Peaty,7.4,112.9,25.5,145.9,1.3,40.6,673.7,25.0,5,DAP,127.68,After sowing
Maize,Maharashtra,Sandy,8.0,121.7,24.2,95.4,1.22,16.3,770.0,26.3,11,DAP,120.64,Pre-harvest
Cotton,Maharashtra,Peaty,7.4,108.4,49.5,92.7,1.39,17.7,987.1,34.9,8,Potash,116.28,Mid growth
Cotton,Karnataka,Silty,7.5,124.5,34.5,138.5,1.9,44.7,717.2,34.9,9,Compost,103.4,Mid growth
Soybean,Tamil Nadu,Sandy,5.9,100.3,22.7,99.0,1.65,40.6,1023.1,29.5,13,DAP,137.76,Pre-harvest
Groundnut,Gujarat,Sandy,6.8,136.7,31.7,138.9,1.52,35.9,828.7,33.3,11,Compost,93.64,After sowing
Maize,Kerala,Clay,6.1,110.5,43.3,114.5,1.83,25.4,695.5,33.3,6,Compost,114.6,Pre-harvest
Soybean,Gujarat,Clay,6.7,121.3,30.0,99.4,1.48,18.6,1103.4,31.7,9,Potash,105.96,After sowing
Groundnut,Andhra Pradesh,Clay,6.0,135.5,38.1,92.9,0.91,27.3,959.4,29.6,6,Potash,94.6,Mid growth
Rice,Madhya Pradesh,Sandy,6.8,141.5,42.7,123.3,1.68,25.0,1105.0,29.2,8,Compost,89.8,Pre-harvest
Cotton,Telangana,Clay,7.6,123.7,26.6,118.0,1.06,35.9,780.6,32.5,5,DAP,119.04,Pre-harvest
Tomato,Karnataka,Clay,7.2,134.8,26.5,148.9,1.76,38.7,664.2,28.0,9,DAP,110.16,Mid growth
Millet,Gujarat,Clay,5.8,123.1,24.4,118.7,1.47,26.7,798.8,33.1,16,DAP,119.52,Pre-harvest
Millet,Karnataka,Silty,5.8,143.3,25.1,82.6,0.78,38.0,724.1,33.1,11,DAP,103.36,After sowing
Tomato,Madhya Pradesh,Sandy,6.8,81.8,41.5,87.7,1.68,20.0,676.4,31.4,7,Urea,152.56,After sowing
Millet,Andhra Pradesh,Peaty,7.9,109.7,44.9,93.4,1.71,34.7,554.2,24.5,9,Potash,115.24,Mid growth
Groundnut,Telangana,Silty,5.8,110.6,26.1,125.1,1.99,15.4,832.7,28.6,7,DAP,129.52,Mid growth
Groundnut,Madhya Pradesh,Silty,7.8,120.5,36.3,113.0,0.9,16.7,726.9,20.8,12,Mixed,106.6,Pre-harvest
Potato,Tamil Nadu,Clay,6.9,104.6,36.0,89.4,1.9,41.8,552.0,25.2,14,Potash,119.32,After sowing
Millet,Telangana,Loamy,7.0,87.7,30.6,97.6,1.87,40.6,863.9,27.8,13,Urea,147.84,Pre-harvest
Cotton,Karnataka,Clay,7.8,154.6,49.1,88.8,0.74,35.3,833.1,20.3,11,Potash,79.32,After sowing
Groundnut,Madhya Pradesh,Loamy,5.7,151.0,46.1,105.0,1.84,32.8,1044.7,26.4,12,Compost,82.2,After sowing
Soybean,Maharashtra,Peaty,5.8,114.7,33.7,118.6,0.66,44.7,595.3,23.0,10,Mixed,111.24,Pre-harvest
Cotton,Gujarat,Silty,6.8,123.0,33.2,134.0,1.27,33.3,979.0,20.4,15,Mixed,104.6,Before sowing
Sugarcane,Maharashtra,Sandy,6.9,150.7,20.5,108.4,1.89,25.6,767.0,34.7,4,DAP,97.44,Pre-harvest
Potato,Telangana,Sandy,6.0,85.2,45.8,140.8,1.21,30.4,1068.6,31.1,12,Urea,149.84,Before sowing
Soybean,Madhya Pradesh,Loamy,6.2,81.4,34.4,140.1,1.84,43.7,1103.7,28.7,12,Urea,152.88,Before sowing
Potato,Telangana,Loamy,6.6,142.0,42.2,117.7,0.63,42.8,764.5,25.5,13,Mixed,89.4,Before sowing
Soybean,Andhra Pradesh,Sandy,7.1,133.9,26.3,138.6,0.93,20.6,725.1,31.0,11,DAP,110.88,After sowing
Rice,Andhra Pradesh,Clay,7.9,144.7,48.2,89.8,0.61,31.7,632.2,32.4,8,Potash,87.24,After sowing
Maize,Gujarat,Peaty,7.2,157.7,27.6,114.0,1.25,22.2,872.1,26.6,7,DAP,91.84,Mid growth
Tomato,Karnataka,Peaty,6.6,109.0,20.5,116.5,1.0,15.0,646.4,24.2,7,DAP,130.8,Before sowing
Maize,Andhra Pradesh,Sandy,6.5,90.5,35.2,128.5,1.45,39.1,761.6,27.8,14,Urea,145.6,Before sowing
Wheat,Karnataka,Clay,7.5,114.2,41.0,110.4,1.13,37.8,539.9,25.1,9,Mixed,111.64,Before sowing
Wheat,Tamil Nadu,Silty,6.1,108.7,26.9,120.6,1.7,38.6,691.6,34.8,16,DAP,131.04,Mid growth
Groundnut,Kerala,Silty,7.0,112.0,45.1,131.1,1.62,20.9,774.7,32.9,16,Compost,113.4,After sowing
Wheat,Telangana,Sandy,6.8,134.7,37.6,139.0,0.93,32.3,498.6,30.4,11,Mixed,95.24,After sowing
Tomato,Andhra Pradesh,Loamy,7.3,83.4,40.3,109.0,0.69,27.6,555.4,26.2,4,Urea,151.28,After sowing
Sugarcane,Gujarat,Loamy,6.5,139.1,43.2,122.5,0.53,42.9,949.0,20.5,10,Mixed,91.72,Mid growth
Tomato,Kerala,Clay,7.5,96.0,37.4,112.7,1.13,41.7,749.9,21.1,9,Urea,141.2,Before sowing
Maize,Andhra Pradesh,Peaty,7.9,153.6,40.5,112.8,0.64,38.7,460.4,21.0,16,Mixed,80.12,Before sowing
Rice,Maharashtra,Clay,6.8,92.8,20.2,109.6,0.71,19.8,461.5,23.1,10,Urea,143.76,Mid growth
Sugarcane,Telangana,Peaty,7.3,144.7,33.6,115.5,0.55,17.1,606.1,28.2,12,Mixed,87.24,After sowing
Millet,Gujarat,Clay,7.3,128.4,31.8,88.3,1.67,25.9,988.8,27.7,12,Potash,100.28,After sowing
Soybean,Maharashtra,Sandy,7.3,152.6,47.6,117.5,1.27,23.0,1148.6,26.9,8,Mixed,80.92,After sowing
Wheat,Andhra Pradesh,Sandy,5.8,114.6,23.8,115.2,1.34,25.1,457.3,34.2,12,DAP,126.32,After sowing
Maize,Madhya Pradesh,Peaty,7.4,147.1,31.0,133.3,1.23,21.0,499.5,25.2,16,Mixed,85.32,Before sowing
Wheat,Kerala,Sandy,5.8,159.9,21.5,110.9,1.18,24.0,857.1,22.2,5,DAP,90.08,After sowing
Maize,Andhra Pradesh,Sandy,7.5,106.6,37.7,130.1,1.83,40.1,886.6,25.8,8,Compost,117.72,Pre-harvest
Cotton,Madhya Pradesh,Loamy,6.8,141.5,46.3,87.3,1.08,38.3,745.3,25.0,15,Potash,89.8,Mid growth
Rice,Kerala,Silty,6.5,128.2,50.0,114.5,0.81,19.9,433.9,28.4,13,Mixed,100.44,After sowing
Soybean,Tamil Nadu,Clay,6.9,96.4,40.9,131.9,0.89,25.3,1192.4,25.6,12,Urea,140.88,Mid growth
Potato,Maharashtra,Peaty,7.4,116.2,43.8,133.8,1.5,40.6,1151.4,28.7,13,Mixed,110.04,After sowing
Wheat,Maharashtra,Sandy,6.1,111.9,42.7,125.6,0.77,16.5,946.4,23.8,16,Mixed,113.48,Pre-harvest
Maize,Karnataka,Sandy,6.7,139.7,36.9,85.8,0.78,21.6,606.3,28.5,11,Potash,91.24,Mid growth
Maize,Karnataka,Silty,6.8,96.3,22.0,92.0,1.98,29.1,1093.9,32.7,15,Urea,140.96,Pre-harvest
Groundnut,Kerala,Peaty,6.8,136.5,25.8,128.2,0.91,40.0,467.0,31.6,5,DAP,108.8,Before sowing
Groundnut,Karnataka,Peaty,5.7,150.5,29.1,125.8,1.23,26.0,916.4,34.2,9,DAP,97.6,Pre-harvest
Groundnut,Telangana,Sandy,5.6,153.5,38.3,136.5,1.08,29.2,1095.1,26.2,5,Mixed,80.2,Pre-harvest
Maize,Madhya Pradesh,Silty,6.8,81.6,24.8,124.9,1.58,32.5,514.6,26.7,15,Urea,152.72,After sowing
Potato,Kerala,Sandy,6.4,119.7,46.1,134.3,0.63,41.7,777.4,31.2,8,Mixed,107.24,Mid growth
Wheat,Telangana,Clay,5.9,133.7,27.1,110.7,0.53,19.5,473.7,23.6,8,DAP,111.04,After sowing
Sugarcane,Madhya Pradesh,Peaty,5.8,135.4,20.9,123.2,0.71,43.4,1146.5,23.4,13,DAP,109.68,Before sowing
Maize,Kerala,Clay,7.0,82.2,48.0,116.6,0.56,25.3,461.5,25.9,4,Urea,152.24,Before sowing
Sugarcane,Tamil Nadu,Peaty,7.2,117.6,31.5,88.3,0.87,18.0,1046.0,22.0,16,Potash,108.92,Before sowing
Maize,Maharashtra,Silty,7.0,107.4,26.8,124.8,1.19,27.0,874.3,27.4,9,DAP,132.08,Before sowing
Potato,Gujarat,Peaty,6.3,124.7,40.1,81.9,1.2,16.7,549.1,28.4,14,Potash,103.24,After sowing
Groundnut,Gujarat,Silty,7.7,150.6,22.1,109.3,1.37,19.4,1012.3,31.2,4,DAP,97.52,Pre-harvest
Sugarcane,Telangana,Peaty,7.8,80.7,26.5,137.9,1.51,41.8,445.7,29.0,13,Urea,153.44,Before sowing
Potato,Telangana,Sandy,6.9,82.9,35.4,122.7,0.79,23.2,912.3,27.0,12,Urea,151.68,Before sowing
Rice,Telangana,Clay,7.6,107.4,28.0,148.9,1.87,15.9,1016.6,21.7,10,DAP,132.08,Before sowing
Potato,Karnataka,Sandy,5.6,101.9,28.1,137.4,1.57,44.4,969.2,26.3,10,DAP,136.48,After sowing
Cotton,Karnataka,Clay,7.2,160.0,41.3,133.3,1.91,18.4,963.8,32.8,4,Compost,75.0,Mid growth
Maize,Maharashtra,Peaty,7.9,96.9,35.1,127.6,0.87,33.0,606.1,25.0,16,Urea,140.48,Pre-harvest
Maize,Gujarat,Silty,6.6,122.3,33.5,114.5,0.95,19.8,437.9,22.9,13,Mixed,105.16,Pre-harvest
Maize,Telangana,Sandy,7.0,142.9,25.1,87.6,1.62,24.2,1161.2,30.7,8,DAP,103.68,Mid growth
Wheat,Karnataka,Sandy,6.3,103.2,35.7,85.5,0.68,20.3,1019.8,27.7,10,Potash,120.44,Mid growth
Rice,Maharashtra,Clay,5.5,133.9,32.7,115.8,0.82,31.6,1183.3,21.1,13,Mixed,95.88,After sowing
Soybean,Kerala,Silty,6.2,99.4,27.5,106.5,1.73,42.4,561.8,28.1,9,Urea,138.48,Before sowing
Sugarcane,Tamil Nadu,Clay,7.1,121.7,33.0,93.4,1.23,27.0,1036.5,31.5,8,Potash,105.64,After sowing
Sugarcane,Madhya Pradesh,Sandy,5.8,87.1,47.2,117.5,1.79,16.7,821.2,28.1,15,Urea,148.32,After sowing
Cotton,Andhra Pradesh,Peaty,7.7,87.8,27.2,108.5,1.8,43.2,1194.2,34.4,14,Urea,147.76,Mid growth
Groundnut,Karnataka,Clay,5.5,83.8,24.4,104.4,1.74,41.8,549.5,29.3,12,Urea,150.96,Pre-harvest
Maize,Karnataka,Clay,7.8,117.1,23.1,112.0,1.06,32.3,750.9,20.3,15,DAP,124.32,Mid growth
Millet,Telangana,Sandy,8.0,123.5,34.2,146.8,0.73,20.7,1046.4,23.9,9,Mixed,104.2,After sowing
Groundnut,Kerala,Loamy,7.5,101.7,21.0,116.2,0.8,37.7,913.0,33.9,9,DAP,136.64,Before sowing
Wheat,Maharashtra,Silty,7.5,94.5,44.0,124.9,1.5,40.0,859.1,27.0,9,Urea,142.4,Before sowing
Sugarcane,Maharashtra,Sandy,7.1,103.8,25.5,123.2,0.85,17.4,400.4,29.1,15,DAP,134.96,Pre-harvest
Millet,Kerala,Silty,6.4,140.2,31.3,114.0,1.11,34.5,684.9,34.5,8,Mixed,90.84,Pre-harvest
Wheat,Telangana,Loamy,7.8,147.8,47.6,111.4,1.3,37.3,956.9,33.4,6,Mixed,84.76,Before sowing
Potato,Andhra Pradesh,Peaty,7.3,159.8,30.5,138.3,1.55,35.7,660.7,31.8,6,Compost,75.16,Pre-harvest
Sugarcane,Andhra Pradesh,Sandy,7.8,97.5,38.8,107.4,1.98,29.4,582.7,25.7,16,Urea,140.0,Before sowing
Groundnut,Andhra Pradesh,Silty,7.1,86.1,38.1,145.2,1.78,17.0,1194.7,30.5,13,Urea,149.12,Pre-harvest
Millet,Gujarat,Clay,5.9,81.0,25.1,138.7,0.53,22.0,1005.8,28.8,9,Urea,153.2,Mid growth
Wheat,Maharashtra,Silty,7.5,139.7,21.5,142.5,0.84,31.6,915.4,22.5,12,DAP,106.24,Pre-harvest
Sugarcane,Madhya Pradesh,Loamy,7.9,119.1,21.7,145.6,1.38,36.0,820.1,32.5,15,DAP,122.72,After sowing
Groundnut,Andhra Pradesh,Silty,5.6,101.5,34.1,85.4,1.56,26.8,618.1,20.1,11,Potash,121.8,Pre-harvest
Wheat,Telangana,Loamy,7.3,146.7,31.9,119.5,0.84,33.7,409.7,27.3,6,Mixed,85.64,Before sowing
Millet,Tamil Nadu,Clay,7.1,153.5,31.4,133.6,1.4,42.8,718.7,24.8,4,Mixed,80.2,Mid growth
Groundnut,Gujarat,Loamy,7.7,83.9,24.1,85.8,1.76,15.3,1089.3,26.8,5,Urea,150.88,Before sowing
Groundnut,Maharashtra,Loamy,5.5,112.1,25.6,123.7,1.52,29.6,432.4,29.8,10,DAP,128.32,Before sowing
Maize,Telangana,Peaty,7.6,137.6,44.9,94.0,1.83,24.7,410.7,32.7,15,Potash,92.92,Mid growth
Sugarcane,Maharashtra,Peaty,7.9,132.4,26.9,97.6,1.2,41.9,519.7,32.4,8,DAP,112.08,After sowing
Millet,Karnataka,Sandy,6.2,144.7,47.6,109.9,1.05,39.1,823.6,30.3,7,Mixed,87.24,Mid growth
Maize,Madhya Pradesh,Silty,7.1,92.2,45.3,93.7,1.9,22.5,987.1,24.3,7,Urea,144.24,After sowing
Tomato,Andhra Pradesh,Loamy,6.3,104.8,42.4,119.0,1.82,24.2,953.6,31.3,9,Compost,119.16,After sowing
Wheat,Tamil Nadu,Clay,5.9,112.0,34.5,104.9,0.98,35.6,572.7,30.6,8,Mixed,113.4,After sowing
Soybean,Karnataka,Silty,7.8,125.2,38.3,84.8,1.8,23.6,892.0,34.7,10,Potash,102.84,Before sowing
Soybean,Andhra Pradesh,Peaty,7.0,138.0,33.4,84.2,1.7,16.0,960.5,20.3,12,Potash,92.6,Before sowing
Groundnut,Karnataka,Loamy,7.7,92.6,35.4,121.8,1.19,25.2,774.3,24.7,12,Urea,143.92,Pre-harvest
Rice,Tamil Nadu,Silty,6.6,108.7,37.0,96.7,1.98,30.0,555.3,27.2,6,Potash,116.04,Pre-harvest
Wheat,Karnataka,Silty,7.7,81.7,40.4,118.4,0.75,39.5,695.1,24.4,11,Urea,152.64,After sowing
Millet,Gujarat,Peaty,7.6,131.1,46.9,124.1,1.61,40.1,443.8,31.6,5,Compost,98.12,Mid growth
Wheat,Karnataka,Sandy,7.0,85.6,35.3,85.8,1.6,31.4,1162.9,22.7,10,Urea,149.52,Pre-harvest
Cotton,Telangana,Silty,7.0,96.9,38.4,130.6,1.58,39.5,1082.8,21.2,12,Urea,140.48,After sowing
Tomato,Andhra Pradesh,Sandy,6.4,135.0,35.0,93.3,1.33,27.2,712.0,32.1,8,Potash,95.0,Mid growth
